#,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,LATITUDE,LONGITUDE,APPROVED,VERIFIED,CATEGORY,CATEGORY_DESC
69,"looking for fanfan, verdine, mesidor and gedeon family",1/13/10 8:56,port-au-prince,"im looking for my father, elson auguste fanfan (he lives in la plaine) cousins are the verdine family (reside in clersine, p-a-p), mirlande gedeon and her daughter dory st paul are in delmas 33...please help and reply if there is any news",18.535607,-72.351837,1,0,1,Emergency
49,American Citizen broken leg - Please Help,1/13/10 6:20,Port-au-Prince,"Distress in Haiti (American Citizen) Please send rescue!!!
Citizen is Dieula Mc Nally
address Delmas 19 dieuxieme Rue Jeune #15
Her leg is broken she is a mile from airport she is in her 80
her number is 011 509 3 476-7694  or 011 509 3 719 1723 and 509 3 246
2423
Please help her
contact me at 954 731 2455 or 954 295 6279 cell.",18.539167,-72.335,1,0,1,Emergency
302,Retrouve ta famille / Find your family,1/15/10 12:36,Port-au-Prince,"Pour retrouver les proches dont vous etes sans nouvelles depuis le séisme. 
http://www.icrc.org/familylinks
To find your relatives.
The website is available in French and English",18.539167,-72.335,0,0,1,Emergency
114,"SEARCH FOR FAMILIES IN DELMAS 13, RUE MERRY #3",1/14/10 9:27,Port-au-Prince,"PLEASE HELP ME FIND MY SISTERS (ERNETTE AND MARCELINE ESPIEGLE, JOSE MARTHE DUBROUARANT AND FAMILY, NAZON), MY BROTHER, LOVINSKI ESPIEGLE (MACKENSON), MY COUSIN MIRLOUDE ESPIEGLE, JOANE AND WINSON JOSEPH.
CAN SOMEONE PLEASE GO TO DELMAS 13, RUE MERRY #3 TO GIVE ME THE NEWS ON MY SISTERS, PLEASE? I AM WORRIED AND CAN NOT GET IN TOUCH WITH THEM.",18.539167,-72.335,1,1,1,Emergency
87,Searching for Marie Claire Amardy and children,1/13/10 11:32,Port-au-Prince,marie claire amardy and her childrens sterne sammi amardy ti toine lucien visita val if anybody hear anything pls let me no thanks they in ave miller ti foucha 1ave.,18.539167,-72.335,1,0,1,Emergency
79,LOOKING FOR JEAN PIERRE FAMILY,1/13/10 12:13,Port-au-Prince,"I'M ERNST AND TRYING TO CONTACT HENRY JEAN PIERRA, EMILIENE JEAN AND MIDELINE JEAN PIERRE. THEY LIVE IN DELMA 19, AND DELMA 3 #10. IF YOU'VE SEEN OR HEARD ABOUT THESE PEOPLE PLEASE SEND ME AN EMAIL hln_03@yahoo.com. GOOD OR BAD NEWS, I JUST NEED TO FIND OUT SOME INFO",18.539167,-72.335,1,0,1,Emergency
96,Looking for Bradley Fils,1/13/10 12:54,port-au-prince,"Looking for an Haitian American named Bradley Fils he is about 10years old in port-au-prince. Mother is Camelle. Also looking for my aunts Lorante,yola,mega. And my uncle Wenski. All last name Fils we also have land in cotes-de-fer if it helps. Please call me 203-428-5311",18.539269,-72.336408,1,0,1,Emergency
103,Recherchons la Famille SYLVESTRE Neilson,1/14/10 7:41,Port-au-Prince,Ils habitent non loin du Carrefour Marassa à Croix des Bouquets dans une maison à 3 niveau.,18.508261,-72.333984,1,0,1,Emergency
290,"Looking for Roselen Eitiene, Nathalie Allien, Wilfried Allien",1/14/10 11:30,Port-au-Prince,My Mother Sister and Brother,18.539167,-72.335,1,0,1,Emergency
104,"Kénold MOREAU,  professeur, Université d'État d'Haïti",1/14/10 7:37,Port-au-Prince,Kénold Moreau is apparently under the collapsed structure of Université d'État d'Haïti,18.51347,-72.37793,1,0,1c,People trapped
312,girl trapped under house help help help,1/15/10 2:08,Port-au-prince,"154 avenue martin luther king
Port-au-prince 2245-7202
pleas help this poor little girl nowxxxxxxxxxx",18.542117,-72.36145,1,0,1c,People trapped
64,Looking for the following person,1/13/10 8:10,Port-au-Prince,margareth lanee,18.539167,-72.335,1,0,1c,People trapped
389,BRESMA orphanage children need help from field workers,1/15/10 3:26,Port-au-Prince,"Directions to BRESMA III (Jamie and Ali's House) (near BRESMA II):
&gt; Take Delmas uphill to the Carribean market.  Turn left and cut over to Rte. Freres at the Texaco Station.  The Lesely center/ motorcycle taxi stand is on your right (Delmas 105).  Turn right into Delmas 105.  
&gt; Continue straight and down a steep hill that had one bridge completed and another under construction spanning a deep ravine.  Continue 
straight to the second street.  There is a tree on an island in the middle of the road.  Shortly afterward the road splits.  Take the 
right fork, which curves very sharply to the right and up a steep hill.  The house is the property around which the road curves.  Its gate is the first one on the right.
&gt; BRESMA II (big kids house)
&gt; Latitude: 18031'27.45&quot;N
&gt; Longitude: 72016'40.16&quot;W",18.518272,-72.283731,1,0,1d,Contaminated water supply
224,please help me find my brother and family,1/14/10 4:00,Port-au-Prince,"My brother's work place is at the bicentenaire area. He usually gets off from work around 5:00 to 5:30 and has to walk from his job to the main blvd to catch transportation to his home. Since there's no form of contact, I want to know if you can help me to find him and make sure that both family and he are ok. I am so worried and I don't know what else to do.",18.539167,-72.335,1,0,1e,Earthquake and aftershocks
348,PIH involved at Diquini Hospital,1/15/10 1:19,Port-au-Prince,PIH docs in PAP help at Diquini Hospital &amp; working to restock pharmacy there. Concern growing about infection from so many wounded,18.539167,-72.335,1,0,1f,Medical Emergency
342,"MSF medical centre, Maternité Solidarité hospital",1/15/10 9:42,Port-au-Prince,"Damaged MSF medical centre (Maternité Solidarité hospital), patients are now being treated in the carpark. Two possible locations are being evaluated by this team for surgical and emergency care.",18.539167,-72.335,1,0,1f,Medical Emergency
264,Airport open for military and private flights,1/14/10 7:10,Port-au-Prince,"@WFPlogistics: Airports are only open for humanitarian, military and private flights only, and not for commercial flights   @WFPlogistics: Runway usable - Currently visual landing / radio-assisted only",18.5833,-72.3,1,1,3,Vital Lines
179,Airport Congested,1/14/10 9:22,Port-au-Prince,"AIRPORT IS A MESS… THERE ARE APPROX 10-12 PLANES CIRCLING TRYING TO LAND.  THE CONGESTION IS BAD, AND THE TOWER IS DOWN.  I JUST HEARD FROM MY SISTER, THAT JUST SPOKE TO MY BROTHER IN COUNTRY.  PLEASE CONSIDER THAT IN ALL CHARTERS.",18.539167,-72.335,1,0,3,Vital Lines
199,latest confirmed logistics info,1/14/10 11:08,Port-au-Prince,latest confirmed logistics info http://bit.ly/7655sT,18.539269,-72.336408,1,1,3,Vital Lines
400,Ground stop extended,1/15/10 4:20,Port-au-Prince,Crowded airport and crowded airspace in Port-au-Prince. FAA says ground stop extended till 7pm.,18.578569,-72.292614,1,1,3,Vital Lines
8,Canape Vert road destroyed,1/13/10 2:57,Port-au-Prince,"Canape Vert, one of the main roads that leads from the downtown area of Port-au-Prince to Petion-ville has collapsed near the area of Delmas 60. Sections of the road slid down the mountain onto homes which where built into the mountainside.",18.539167,-72.335,1,0,3b,Road blocked
205,List of French NGOs departing for Haiti 14th Jan,1/14/10 11:10,Port-au-Prince,http://www.portail-humanitaire.org/infospays/amerique/haiti/actualites/seisme-13-01-2010/ONF-seisme-Haiti/,18.539269,-72.336408,1,0,4,Response
367,"PaP Airport Update, more detailed info",1/15/10 2:25,Port-au-Prince,"Boeing 757s can land, the runway is 141-feet wide.",18.578894,-72.292099,1,0,4,Response
423,AID FROM CATHOLIC RELIEF SERVICES REACHING HAITIANS,1/15/10 6:38,Port-au-Prince,"CRS is distributing food and water from its warehouses in the Haitian capital and the city of Les Cayes. CRS was able to respond immediately thanks to pre-positioned supplies in its Port-au-Prince warehouse. &quot;We are fortunate to have had water in our warehouse,&quot; says Karel Zelenka, Country Representative for CRS Haiti. &quot;We also trucked in family food kits from Les Cayes.&quot;CRS has a staff of 313 on the ground, with more personnel arriving daily. In the neighboring Dominican Republic, CRS is preparing food packages to feed 50,000 people. The packages are five-gallon buckets loaded with juice, sardines, sausage, peanut butter, nuts, granola bars, canned fruit, black beans and saltine crackers. CRS is also readying water storage containers, water purification tablets, hygiene kits, cookware and plastic sheeting in Haiti and the Dominican Republic.",18.539167,-72.335,0,0,4,Response
331,USS Carl arrives,1/15/10 7:38,Port-au-Prince,USS Carl Vinson Arrives in Haiti to Support Humanitarian Operations,18.552532,-72.36145,1,0,4,Response
167,Missing Relative in Earthquake,1/14/10 11:13,Port-au-Prince,"Message:I am trying to find information on my father-in-law, Ing. Malherbe Colas who lives in Port-au-Prince, Haiti.  He lives in Delmas 31 Rue D-Vieux #19.  Please contact me if you see him.  Thank you.",18.539269,-72.336408,1,0,4,Response
393,WFP AIR OPS update,1/15/10 3:41,Port-au-Prince,WFP's UNHAS will begin a 10-seat Cessna Caravan shuttle between SD and PAP. To be operational in the next 24 - 48 hours.  Schedule to be confirmed.,18.576616,-72.289352,1,1,4,Response
425,IOM Non-Food Item Distribution,1/15/10 7:05,Port-au-Prince,"IOM to distribute NFI's today - Most likely at these locations: Prime Minister's compound, in Place Boyer and at the Villa Creole",18.539167,-72.335,0,0,4,Response
14,MSF Teams Set up Clinics to Treat Injured,1/13/10 11:01,Port-au-Prince,"The Martissant health center in a poor area of Port-au-Prince had to be evacuated after the earthquake because it was damaged and unstable. The patients are now in tents in the grounds and the medical staff have been dealing with a flow of casualties from the town. They have already treated between 300 and 350 people, mainly for trauma injuries and fractures. Among them are 50 people suffering from burns—some of them severe—many of them caused by domestic gas containers exploding in collapsing buidings.",18.553183,-72.3351,1,0,4a,Health services
18,Hospital Frances,1/13/10 11:46,Port-au-Prince,Hospital providing emergency relief following the earthquake.,18.537641,-72.340894,1,0,4a,Health services
362,PAHO/WHO has relocated to PROMESS compound,1/15/10 2:08,Port-au-Prince,"Due to damage to the building, the PAHO/WHO office has relocated to the PROMESS compound, the pharmaceutical warehouse of Haiti's Ministry of Health",18.539167,-72.335,1,0,4a,Health services
338,MSF expanding capacity at location,1/15/10 11:51,Port-au-Prince,The site currently has surgical capacity and two operating theatres. MSF is starting to truck drinkable water to Choscal hospital for the patients and the people nearby.,18.539167,-72.335,1,0,4a,Health services
351,MSF providing triage at Pacot Rehabilitation Center,1/15/10 11:55,Port-au-Prince,MSF providing triage at Pacot Rehabilitation Center,18.539167,-72.335,1,0,4a,Health services
339,MSF expanding capacity at location,1/15/10 12:24,Port-au-Prince,The site currently has surgical capacity and two operating theatres. MSF is starting to truck drinkable water to Choscal hospital for the patients and the people nearby.,18.539167,-72.335,1,0,4a,Health services
296,Missing Persons: Sister Paul,1/15/10 10:06,Port-au-Prince,"Missing person: all the sisters of St vinvent de paul, and my aunt at Lalue please any informations could help:",18.539269,-72.336408,1,0,4b,USAR Search and Rescue
297,Séisme HAITI,1/15/10 10:26,Port-au-Prince,"Je recherche : 
RICHE Jean Jerry Frantz
né le 05 Octobre 1981
Policier à l'unité spécialisée de la CIMO
Si vous le connaissez ou pouvez me donner des infos sur mon mail: chantaldefrance@gmail.com ou (33)645202394
MERCI",18.539269,-72.336408,1,0,4b,USAR Search and Rescue
111,"No news from my family: Rose-Marie Normil, Roodlyne Normil, Tamara &amp; Tania Normil, Eddy Franz",1/14/10 2:56,Port-au-Prince,"Hello. I am very concerned. If you have any news from my family: Rose-Marie Normil, Roodlyne Normil, Tamara &amp; Tania Normil, Eddy Franz, please inform me. Many thanks, God Bless. Nourlène Urvica Normil (nounou-urvica@hotmail.com / 0041 79 695 22 27)",18.539167,-72.335,1,0,4b,USAR Search and Rescue
234,Help needed,1/14/10 3:25,Port-au-Prince,"GHISLAINE HYPPOLITE CRAAN and her family are trapped at their home Debussy # 19
FRITZ MITCHEL AND FAMILY ARE STILL TRAPPED IN THEIR HOME RUE ST.HUBERT # 7, TURGEAU. PLEASE HELP
Shirley",18.539269,-72.336408,1,0,4b,USAR Search and Rescue
242,Locate Michel-Ange Gedeon,1/14/10 3:05,Port-au-Prince,"I am trying to locate Michel-Ange Gedeon, the police chief of Port-Au-Prince.  Please tell me the status of Michel-Ange and his family.
Thank You
F/Lt. Mary A. Kapp
Post Commander
Michigan Department of State Police
Monroe Post #28
300 Jones Ave
Monroe, MI 48161
Phone: (734) 242-3500
Cell: (734) 274-1788
Fax: (734) 242-8958
KappMA@michigan.gov",18.539269,-72.336408,1,0,4b,USAR Search and Rescue
383,looking for a family friend,1/15/10 3:09,Port-au-Prince,"We are with out news friend of the family, IDERLE FENESTOR, 47, who works as a NURSE at &quot; L' HOPITAL DES PETITS FRERES ET SOEURS DE TABARRE&quot;. O n the day of the earthquake , she was not working and was probably at her place of residence IN THE DISTRIST Christe-Roi , between the water reservoirs and &quot;L' EGLISE DE DIEU&quot;.",18.539167,-72.335,0,0,4b,USAR Search and Rescue
404,Temporary field hospital at National Public Health Laboratory,1/15/10 4:56,Port-au-Prince,"national public-health laboratory, scores of wounded pleaded to get inside, where a squad of Belgian first-responders and Canadian military medics had set up a temporary field hospital.",18.542768,-72.338791,1,1,4f,Non food items
26,More photos and videos of earthquake aftermath,1/13/10 12:41,Port-au-Prince,"http://www.jlaforums.com/viewtopic.php?t=20778137
Additional videos and photos of earthquake aftermath",18.539167,-72.335,1,0,5,Other
186,AIPORT CONGESTION,1/14/10 2:24,Port-au-Prince,"THE MAIS GATE AIRPORT TOWER IS SUPPOSED TO BE DOWN, AND ACCORDING TO IN COUNTRY FOLKS THERE ARE 10-12 PLANES CIRCLING TRYING TO LAND.  MOSTLY CHARTERS FROM DIFFERENT GROUPS TRYING TO DELIVER MEDICAL SUPPLIES AND AID.  PLEASE CONSIDER FOR CHARTERS.  THERE ARE ALSO ENTRY OPTION THROUGH CAPE HAITIAN AND A 4 HOUR DRIVE, AND SANTO DOMINGO, DOM REP, AND A 4-5 HOUR DRIVE.  AS OF TODAY THE BORDER IS OPEN.
REGARDS
CLIVE",18.539167,-72.335,1,0,5,Other
25,Post-earthquake footage,1/12/10 7:59,Port-Au-Prince,RT @caribnews: JUST IN: #Haiti earthquake footage (via YouTube). http://tinyurl.com/y8q5egx,18.508912,-72.325058,1,0,5,Other
105,"Nous cherchons la famille NORMIL, Rose-Marie , Roodlyne, Tamara et Tania, Eddy Frantz",1/14/10 2:09,Port-au-Prince,"Adresse: Route de Lilavois,au niveau de lilavois 8, Bon-repos 
Elle habite sur la route principale de Lilavois. Leur maison est située à droite en entrant dans la route principale de Lilavois depuis la route National numéro 1, environ 10 min à pied./  Ou bien à deux ou trois maisons après Lilavois 8, qui est une des nombreuses rues secondaires de la route principale de Lilavois. 
On cherche:
Roodlyne Normil 
Tamara et Tania Normil (jumelles)
Eddy Frantz Normil (mon frère)",18.623635,-72.260513,1,0,6,Persons News
102,Looking for Gerald and Gregory Chery and Marie Desir,1/14/10 6:04,Port-au-Prince,"Please let us know if anyone knows the whereabouts of my father Gerald Chery aka &quot;Gerald le lambi'. There is also my brother Gregory Chery aka &quot;Greg&quot; he is part of the Carimi band. My aunt Marie Desir is also missing. If anyone has any information of them, please contact us or me. Thank you and God Bless us all.
Shantale Chery
Cell # 631-383-8155
Home # 631-328-5748
SHANTALE00@yahoo.com",18.539269,-72.336408,1,0,6,Persons News
200,Tracing the missing and the dead,1/14/10 11:01,Port-au-Prince,"DAKAR, 14 January 2010 (IRIN) - Some 2,000 people have registered the names of missing relatives on the International Committee of the Red Cross (ICRC) family links website, set up on 13 January to help families trace loved ones after Haiti's catastrophic earthquake that left tens of thousands dead and many more missing.
People in Haiti and abroad can register on the site the names of relatives they are trying to contact, and responses will be posted as they come in. Local hospitals, schools and other institutions can also post names of people found alive, injured or dead, said ICRC spokesperson, Anna Schaff.
Individuals have also set up websites to trace missing relatives and friends...
read more: http://www.irinnews.org/Report.aspx?ReportId=87739",18.539167,-72.335,1,0,6,Persons News
336,Facebook Group for Earthquake Haiti,1/15/10 11:44,Port-au-Prince,"A community of over 170,000 people so far has come together to help each other find lost loved ones and to offer support.  Please come join us and we will do whatever we can to try to help.  
http://www.facebook.com/group.php?gid=252988675717&amp;ref=ts
We are regularly updating the site as a community with Missing Persons reports and updates on locations, orphanages, people, and ways we can all help.",18.539167,-72.335,1,0,6,Persons News
262,First American confirmed death,1/14/10 1:57,Port-au-Prince,US diplomat Victoria DeLong the first American identified among thousands of fatalities.,18.539269,-72.336408,1,0,6a,Deaths
32,Looking for UN Member,1/13/10 2:18,port-au-prince,"help!!! ask for information!
i need information about Maria Antonieta Castillo Santa Maria she`s memeber of the United Nations
solicito informacion acerca de Maria Antonieta Castillo Santa Maria  es miembro de la mision de Naciones Unidas
thanks a lot!
Gracias! 
Jorge Garcia Castillo",18.539269,-72.336408,1,0,6b,Missing Persons
56,Looking for Dr. Max Paul,1/13/10 5:59,Port-au-Prince,"We are looking for our father Dr. Max Paul.
He lives in Impasse Inginac #7 which is on Bourdon. Here are the directions: When you're on Bourdon heading downtown, you make a left on Rue Garnier (it's before Bellevue). When you're on Rue Garnier, you make a right to Impasse Inginac (it's a 180 degree right). It's house #7 (on the left side).
We haven’t heard from him at all since the earthquake.
If ANYONE has any news about him or anyone in that same area, PLEASE let us know.
Please contact us at rashad.sharpe@yahoo.com",18.539167,-72.335,1,0,6b,Missing Persons
45,"Looking for Mona Jean Phillipe, Joselin Dautruche and Lise Dautruche",1/13/10 6:17,Port-au-Prince,"looking for my aunt, uncle and grandmother if anyone knows anything please report to soffyee@yahoo.com",18.539167,-72.335,1,0,6b,Missing Persons
47,"Looking for Roselene Eitiene, Nathalie Allien",1/13/10 6:21,Port-au-Prince,My mother and sister the live on Rue Sentonore by Rue De La reunion,18.539167,-72.335,1,0,6b,Missing Persons
248,Please help me find my family,1/14/10 7:51,Port-au-Prince,"If anyone has had any contact, please help me find my family.  They are: 
Valerie Gilot, Eric Gilot Jr., Scheffer Gilot, Robert Guitry Gilot, Matthew Gilot, Sonya Gilot, Irma Gilot.  
Their address is 312 Avenue Magloire Ambroise in Carrefour-Feuilles in Port-au-Prince. 
My cousin Marie Josee Rebecca is also missing and she lived in Carrefour.  
Thank you and my prayers are also with you.",18.539167,-72.335,1,0,6b,Missing Persons
266,Looking for Adriana Olivos,1/14/10 8:17,Port-au-Prince,Looking for Mexican dentist who works at the Specialty Clinic in Port au Prince.,18.539167,-72.335,1,0,6b,Missing Persons
233,MISSING PERSON: Rosa Crespo,1/14/10 11:27,Port-au-Prince,"Looking for Rosa Crespo (Spain) member of the spanish police, and working for MINUSTAH, who was supposed to be inside the ONU delegation building little before the earthquake.",18.539167,-72.335,1,0,6b,Missing Persons
361,Looking for Adriana Olivos,1/15/10 1:08,Port-au-Prince,She's a mexican dentist (42) who worked at a clinic in Port au Prince,18.539167,-72.335,1,0,6b,Missing Persons
301,Missing Person - David Nesbitt,1/15/10 3:34,Port-au-Prince,"Location - 10 alexis Impasse Mousseau,Port Au Prince Haiti",18.539269,-72.336408,1,0,6b,Missing Persons
308,Andre valme,1/15/10 7:48,Port-au-Prince,22 Ruelle duconde port au prince. My grandfather is 80 something. We haven't heard from him. My name is Melissa valme Piquion my number is 352-229-7965. I would love to know if he is alive or not. Please we really need to know. We saw him in NOv. 2009. Thanks in advance,18.539167,-72.335,0,0,6b,Missing Persons
293,Any info about Foyer des Filles de Dieux orphanage ?,1/15/10 10:07,Port-au-Prince,Trying to get information about the Foyer des Filles de Dieux orphanage in Port-au-Prince.. and the other orphanage run by Haitian ministries.. and by Danielle and Robert Penette. I was told likely the orphanage was damaged.,18.539269,-72.336408,1,0,6b,Missing Persons
303,portées disparu,1/15/10 12:39,Port-au-Prince,"un petit garçon de 10 ans, et une femme de 44 ans, porté disparu à port-au-prince rue du Caire, près du marché croibossale.",18.539167,-72.335,1,0,6b,Missing Persons
317,Aircraft w/ clean water,1/15/10 10:22,port-au-prince airport,Portuguese airplane arrived w/ clean water,18.579721,-72.292778,1,0,4e,Water sanitation and hygiene promotion
3,International Airport is Functioning,1/12/10 1:53,port-au-prince international airport,"According USAID Contractor Mike Godfrey on CNN, the main airport is functioning. He says he saw a plane taking off.",18.575965,-72.297935,1,1,2a,Structures at risk
256,"Louis Naomie, 26 ans",1/14/10 2:37,"Port-au-Prince, Delmas, 32 rue beau  numero 40",I am looking for my girlfriend. If you know about her please contact me: 8298482851 or mackendev@yahoo.fr,18.539167,-72.335,1,0,1,Emergency
254,Citigroup headquarters collapsed,1/14/10 4:01,"Port-Au-Prince, Haiti","Citigroup's headquarters in PaP have collapsed, the company sent its own search and rescue team in by helicopter and have rescued two, forty still estimated trapped.",18.539269,-72.336408,1,0,1a,Collapsed structure
171,Pier at PAP port damaged,1/14/10 2:02,"Port-au-Prince, Haiti",The pier used for delivery of cargo to Port-au-Prince by ship was &quot;completely compromised&quot;,18.539269,-72.336408,1,0,2a,Structures at risk
214,Road Conditions: Port-au-Prince -&gt;Les Cayes,1/14/10 3:49,"Port-au-Prince, Haiti","The route from Port-Au-Prince west through Carrefour (2/200) to the 204 interchange is said to be open, although some flooding has been reported. From the 204 interchange to Jacmel is reported open. From Jacmel west via 208 to 2/200 interchange heading towards Les Cayes is reported open.",18.539269,-72.336408,1,0,3,Vital Lines
246,Two pharmacies open near General Hospital,1/14/10 1:23,"Port-au-Prince, Haiti","Twitter: @fredodupoux: only saw 2 open pharmacies today by the general hospital, and they are overly crowded.",18.539269,-72.340577,1,0,4a,Health services
58,Update - Found  family at Le Plaza Haiti hotel in Port-au-prince,1/13/10 7:28,"Port-au-Prince, Haiti","***** Update- Family was found  - Looking for family staying at Le Plaza Haiti hotel.
Mother:  Marie-Marthe Gardere, 71
Cousin:  Micheline Germain, 52
Both arrived at the hotel on Saturday. The hotel is located at 10, rue Capois (Champ de Mars) Port-au-Prince. 
The hotel website says the building is structurally sound. They say that they will have information soon on &quot;availability of the hotel for arriving aid workers, journalists, and others&quot; but NO information on the status of hotel guests. If the web administrator is able to make updates - why not include survivor names??
If anyone has information on guests staying there, please contact me 646-342-3135.",18.510866,-72.342224,1,0,6,Persons News
181,Roger Eason,1/14/10 2:22,"Port-au-Prince, Haiti",nrodovsky RT @redcrossmom: Roger Eason missing in P-A-P working w/HIPH photo http://ow.ly/WsKD #Haiti #relativesinhaiti via @stephendevries,18.539269,-72.336408,1,0,6b,Missing Persons
187,"Sagaille Family (Emanuelle, Michelin",1/14/10 2:28,"Port-au-Prince, Haiti","greggo33 14 Members of the SAGAILLE family, from #PortauPrince, not accounted for. Names and ages: http://tweetphoto.com/8704291 #relativesinhaiti",18.539269,-72.336408,1,0,6b,Missing Persons
192,Oreste Germain &amp; Yvonne Sa Ntil,1/14/10 2:36,"Port-au-Prince, Haiti",RonyCamille Ariel Germain friend from @NCCU is looking for #RelativesinHaiti Oreste Germain &amp; Yvonne Sa Ntil Grandparents in Cayemite Pestel &amp; PAP,18.539269,-72.336408,1,0,6b,Missing Persons
314,"Hospital open and in service, needs supplies",1/15/10 1:15,"Port-au-Prince, Hospital, 34 Avenue Charles Sumner","CDTI full-service hospital @ 34 Ave Charles Sumner, 5 miles S of airprt functioning BUT urgently needs supplies",18.539269,-72.336408,1,0,4a,Health services
318,Sea is retreating from the PaP pier,1/15/10 1:27,"Port-au-Prince, pier",a worrying sign: the sea has retreated back very very far,18.563598,-72.349777,1,0,1,Emergency
253,Main flour mill destroyed,1/14/10 1:41,"Port, port-au-prince","Haiti’s only major flour mill was severely damaged in the earthquake, The mill is located in Port-au-Prince along a port and *was* capable of grinding, 1,050 metric tons of wheat daily. http://blogs.wsj.com/dispatch/2010/01/14/haiti’s-only-wheat-mill-inoperable/",18.591586,-72.337418,1,0,1a,Collapsed structure
395,ROAD conditions,1/15/10 3:48,"Route 305, Haiti",The route from SD to PAP (305) is open but congested.,18.856991,-71.781406,1,0,3,Vital Lines
136,"Flo, Director of FOSAJ art school",1/14/10 11:25,"Route de Meyer, Jacamel, Haiti","Flo, director at FOSAJ art school, was killed when the Peace of Mind Hotel collapsed on Route de Meyer",18.238072,-72.53405,1,0,6a,Deaths
378,"Missing - Roselice Moniska 46 yrs residing in TABA, Haiti",1/15/10 3:53,Route de tabarre,Please contact Myrtil Gesner in St. Maarten at 599 556 9061 or send message via email to rosalieduchene@yahoo.com,18.572711,-72.239914,0,0,6b,Missing Persons
323,(NEW) Road Jacmel - PaP open to heavy cargo,1/15/10 9:51,"rt 204, from Jacmel to PAP",The route from Jacmel to PAP (204) is open for heavy cargo transport only. WFP currently has 20 M6 trucks operational in PAP.,18.25022,-72.549677,1,0,3,Vital Lines
359,jacmel-PaP road open to motorcycles (unconfirmed),1/15/10 1:59,"rt 204, from Jacmel to PaP",Report in response to inquiry that road from jacmel to PaP is only open to motorcycles and not cars,18.315418,-72.633963,1,0,3b,Road blocked
337,Burning bodies,1/15/10 11:31,Rte de freres,people are starting to burn the bodies @ Rte de Freres! We need to do something. Help!,18.527397,-72.27113,1,0,4h,Died bodies management
251,"MISSING PERSONS: Marguerite Vixamar, Fritz Vixamar, Mario Vixamar",1/14/10 2:00,"Rue Alexandre, Imp. Arnoux #14, Port-au-Prince","Looking for info regarding Marguerite Vixamar (age around 67), Mario Vixamar (age 40s), and Fritz Vixamar (age 40s) (also goes by Doc Zamar or Fito). Any help desperately appreciated. No contact since disaster. Marguerite lives at: Rue Alexandre, Imp. Arnoux #14",18.539167,-72.335,1,0,6b,Missing Persons
183,Family Sanon,1/14/10 2:24,"rue armand, port-au-prince",RachelleSanon @InternetHaiti --&gt; SANON in Turgeau Rue Armand &amp; carrefour feuilles #relativesInHaiti please RT,18.530501,-72.325055,1,0,6b,Missing Persons
118,MISSING PERSON: Louno Morose,1/14/10 1:41,"Rue Celcis 12 bis, Canape Vert, Port au Prince","My father and my young brother live at Rue Celcis 12 bis, Canape Vert, Port au Prince. We have not been able to reach them since the earthquake and they have not contacted ANYONE in our family anywhere.
They lived on the third floor of the house, I fear that they did not have enough time to get out of the building...  I am trying to get anyone to go check that address... PLEASE... keep me updated !!!!
Contact:
info@louno.com
rasta_cook@hotmail.com
514 575 1287 is my cell phone number ( from canada montreal )",18.533735,-72.315273,1,0,5,Other
268,Bodies being brought to cemetary,1/14/10 1:24,"Rue dr Dehoux, Morne A Tuff, Port-au-Prince, Ouest",Bodies are being brought to the cemetery.,18.535165,-72.342303,1,0,6a,Deaths
155,Alexandre Bitton,1/14/10 1:21,Rue Franck Cardozo - 6119 Port-au-Prince Haiti,recherche d'Alexandre Bitton (02-10-73); 6 pieds; 250 lb; cheveux et yeux foncés. Était dans le lobby de l'hôtel Montana au moment du séisme,18.539269,-72.336408,1,0,6b,Missing Persons
163,Boucif Belhachemi,1/14/10 1:44,"Rue Franck Cardozo - 6119, Port-au-Prince, Haiti","@zaniane: Any news from BOUCIF BELHACHEMI, was at the hotel montana or karibe",18.539269,-72.336408,1,0,6b,Missing Persons
189,Melissa Elliot,1/14/10 2:31,"Rue Franck Cardozo - 6119, Port-au-Prince, Haiti",RT @WISMINKID: @RAMhaiti u said not good in Hotel Montana? looking for Melissa Elliott with Lynn U am AD military and monitoring comms ...,18.539269,-72.336408,1,0,6b,Missing Persons
374,5 people pulled from Hotel Montana,1/15/10 2:41,"Rue Franck Cardozo Pétionville, Haiti",5 people were pulled from Hotel Montana tonight... ALIVE! Three were Americans.,18.50983,-72.285553,1,0,6,Persons News
421,Free Phone Calls from PaP,1/15/10 6:21,"Rue Geffrard, Petit Goave, Haiti","Can make free calls from PaP to US, DR, Canada from location on Geffard Road near &quot;access&quot; across from Pizza Varden",18.429899,-72.865099,1,0,5,Other
245,Rue Grande blocked,1/14/10 5:01,"rue grande, saint-marc, haiti",St. Marc report: Rue Grande is blocked but the town is minimally damaged (report from family who lives on the edge of town on the main road).,19.108931,-72.697548,1,0,3,Vital Lines
177,Resilien Jean,1/14/10 2:16,"Rue Lohier, Delmas, Port-au-Prince, Haiti",Missing,18.543361,-72.305212,1,0,6b,Missing Persons
29,"Found - James Colin, Alourdes Thomas Colin, Xavier &amp;amp;amp; Ashley Colin",1/13/10 12:44,rue malval,"#9 rue malval, turgeau.  please post updates. thanks.",18.530591,-72.327731,1,0,6,Persons News
