body,views,replies,title,time,date,id
"Assalamu Alaykum
Don't
expect the saudi government to do anything that will stop this, when
they do not practice shari'ah as it should be according to quran and
sunnah. In the first place there is no such thing as inheriting
leadership in a monarchy. The people should choose their leader.
Then
don't forget it is the government that allowed the US to come into the
country to 'protect' them when Allah says in the quran to not take the
kafirs as Auliya(protectors, patrons....) . It is the government that
allowed haram Satellite TV to be broadcasted. And there are stories
even that the princes drink alcohol themselves. Plus they are good
friends with the american government. They are extravagant, investing
in America and other useless companies, have palaces and holiday
resorts in countries like spain while there are more and more people
becoming poor. There was even a story that one of the prince donated a
large sum of money to the london zoo while some saudis are dying of
poverty.
I myself when i went there so the disgusting channels they have on satellite TV.  
The
prophet (S) did say a time will come when the leaders will be the worst
among the people. Indeed this seems to be the time. There are so many
pious Saudis out there and great scholars. But not only in Saudi,
almost everywhere in the world now, we are ruled by the worst of
people, tyrants.
May Allah help us and guide us all, and establish for us good leaders who fear Him. Ameen
Ma'assalam",896,31,Saudi Teens Go â€کwestâ€™,21:47:00,5/9/05,205
"Assalamu Alaykum
Masha
Allah brother. Look forward to discussing with you. i've seen one post
of yours about your 'nickname' muhsinmuttaqi. That was great,
eventhough i didn't read the wholw thing. jazakallah bikhair
Ma'assalam",352,3,So Good To Be A Muslim!,21:52:00,5/9/05,206
"Assalamu Alaykum
picture
looked real to me at first glance because there is a man looking up
with two hands on his head and the people on the left hand side of the
picture on high ground were looking in the direction of the storm.
But
when i started seeing people doubting its reality, i also started
thinking, hmm it could be fake. And then finally there are strong
proofs to support it happened. May Allah just guide us to see the truth
of things. Ameen.
ma'assalam",1000,49,Allah Send Sandstorm On Us Base In Iraq,22:02:00,5/9/05,207
"<!--QuoteBegin-*Muslima*+May 9 2005, 10:07 PM--",896,31,Saudi Teens Go â€کwestâ€™,12:14:00,5/10/05,208
"<!--QuoteBegin-selina+May 8 2005, 12:54 PM--",896,31,Saudi Teens Go â€کwestâ€™,12:21:00,5/10/05,209
"Assalamu alaykum
^^^^^ didn't quate well. i was referring to the story that imams go clubbing, so added one i heard too!!!
And
i mixed up the countries. It was a tunisian student, not a moroccon
student. (what business will a moroccon student have with a tunisian
mu'azzin <img src=""all%20posts%20by%20FAROUK1986%20-%20page3_files/ohmy.gif"" style=""vertical-align: middle;"" border=""0"" alt=""ohmy.gif"" emoid="":o"" /",896,31,Saudi Teens Go â€کwestâ€™,12:24:00,5/10/05,210
"Assalamu alaykum
Sister
Love4eva, read the quran. Yusuf's story. And reflect on it a lot. I
know we all know its a story of forgiveness, but trust me if you read
it, and reflect you will feel different (it's the quran after all!!!)
You can also read the life of Muhammad (S) and also reflect on it.
I bet u've read everything we put up for Sister Noor. if you haven't i think it can help.
Then
finally if you are still not at ease to forgive, maybe you have to more
precisely give details about what this person is doing to you, your
relationship with the person and so on.
Hope this helps
Ma'assalam",794,24,Forgiveness For Someone That Hurt You,12:34:00,5/10/05,211
"Assalamu alaykum
It
is permissable for women to remove facial hair i.e. moustache and
beard. For the method of removing hair, i think you can do it as you
wish as long as it is not harmful i.e. you can use hair removal creams,
shavers, etc. I also don't know the source that says razors are not
allowed. So i think as long as it will not harm you, its fine. I know
some people cut themselves with razors, they feel ichy, get rashes or
bumps etc. 
I hope this helps
May Allah guide you. He knows best.
ma'assalam",361,2,Removing Hair,10:53:00,5/11/05,212
"Assalamu alaykum
May Allah forgive us for criticising muslim leaders and may Allah help them and guide them. Ameen.
Ma'assalam",6370,134,"  <a href=""http://www.gawaher.com/index.php?showtopic=723&amp;hl=""",11:42:00,5/11/05,213
"Assalamu alaykum
i
understand how if bread and other things that go through a stage when
they contain alcohol, but the final product doesn't, then why is
alcohol not allowed to be used as a flavor? 
first of all Allah
knows best. The prophet (S) was alive and people were eaten khubz
(basically bread). He was alive when alcohol was consumed and he
forbade it. The one that buys it, carries it, sits where it is drank,
drinking it...anything directly related to alcohol was forbidden. So
Allah in his infinite wisdom and knowledge knew how bread was made but
it was not forbidden. Alcohol meanwhile was. So no matter how we try to
explain it, Allah knows best.
I would explain it by saying, so
that people will not start to become careless about it and because it
is a major sin, to show how serious it is the avoid it at all costs. by
buying alcohol and using it to flavor food, it will reach a stage when
the alcohol will be at easy reach for those who want to consume it,
even in muslim countries. So anybody buying alcohol, 'oh i use it only
when cooking'. And with children and naive peolple around, they might
want to try out this 'special ingredient that mom only uses to make
special meals'.
Also in the hadith forbiden alcohol, it forbids
a muslim to sit on the table where it is consumed. Why? is it because
it evaporates and the muslim inhales it and eventually becomes
intoxicated? Unlikely but possible. It is so that people don't even get
attracted to it, be tempted to take it, and people to shun altogether
anything that has to do with it. Mixing alcohol with food is coming
even closer than sitting on a table where it is consumed. The person
buys it, holds the bottle, smells it, uses it and this is even worse
than sitting on the table where it is consumed, eventhough it wasn't
consumed as it evaporated while cooking.
Hope this helps and jazakallah bikhair
ma'assalam",366,6,Cooking With Alcohol,12:04:00,5/11/05,214
"<!--QuoteBegin-isha+May 10 2005, 12:54 AM--",736,20,Is It True.........................?,12:31:00,5/11/05,215
"Assalamu alaykum
Oh yeah, i forgot to ask. What's iftar? Is it the same as sahoor, the pre-dawn meal when fasting?
ma'assalam",736,20,Is It True.........................?,12:35:00,5/11/05,216
"<!--QuoteBegin-D&#045;ZiNeR+May 10 2005, 05:17 AM--",798,17,Why Won't Anyone Marry Me?,12:41:00,5/11/05,217
"Assalamu alaykum
Temporary
marriages use to be permissable at the early stages of Islam during
long military expeditions. But afterwards, the practice was stopped. A
little bit similar to how alcohol was forbidden in stages. Afterwards
companions never practiced it and scholars have passed verdicts
forbidden it.
If you can find the book by Yusuf Qaradawi, 'The lawful and the prohibited' , it is well explained. 
This
temporary contract does not help at all. what within a day one could
have made 10 contracts, zinah 10 times!!! And before you know it, when
you finally want to get married, your spouse already had let's say 20
other partners through temporary marriage. And soon permenant marriage
will become old fashioned. Seriously this contract thing is just the
same as current day zinah. There is an informal contract between the
boyfriend and girlfriend.
And then who puts the limit for how
long and when it is allowed? Who has that right? Allah and put the
limit as permanent...Marriage as we know it. And that's the best and
purest.
hope this helps
Allah knows best.
ma'assalam",841,5,Seigheh,12:52:00,5/11/05,218
"Assalamu alaykum
Somebody
crying while praying? Well i should think the person feels so close to
Allah and out of love, fear...The person cried! and don't forget , the
quran is recited during the prayer!!!
ma'assalam",581,24,Tears While Reading Quran,21:54:00,5/12/05,219
"Assalamu alaykum
A very good idea. Makes perfect sense to me. Dot please make it happen.
Ma'assalam",239,3,Upcoming Events,17:13:00,5/15/05,220
"Assalamu Alaykum
Insha
Allah starting late in MAy till October, i will be on summer vacation.
How best to spend this holiday seeking islamic knowledge, rather than
being tempted to take part in haram activities. At first i planned to
go for a deen intensive course in july (i posted this event in the
'Coming Events' section) but then the Deen intensive was fully booked
before i applied. Now i plan to do an arabic intensive course. I've
always wanted to learn arabic. I want it to be like a second language
to me so that i can read the quran like i read english text.
I
applied for the ibn jabal arabic course in london (this is also on the
'Coming Events' section) but i started looking at other options
elsewhere. I am convinced after reading the ibn jabal website and
speaking to Brother Borbus that this is a very good course. But the
only problem i have with this course is i can only do it for a maximum
of 8 weeks. Considering i have 4-5 months of freetime, i would like to
do more than 8 weeks. So another option i found was an arabic intensive
course in Yemen (SIAL Yemen). This i could do up to 3 months from june
to August. I also found out that some people go to somewhere in the
middleEast maybe a year after they attend the ibn jabal course. 
I've
never been to Yemen but should i go there, i would be staying in a
residence provided by the institution. If i go to london i would stay
in our family apartment. And should i choose to go to london for the
ibn jabal course, i would try and look for some courses to do. Like i
found a 10 day course in leicester from 19th to 29th of august (Also in
the 'Coming Events' section), which seems quite interesting. But on the
other hand i will be going to a london university insha Allah in
September or October (depending on the university i go to) , so that
will mean london, london and london......",671,13,Summer Arabic Courses,19:50:00,5/15/05,221
"In summary, my options are;
1. Go to Yemen for 2-3 months
2. Go to london ibn jabal arabic course (8 weeks), and look for other possible courses to enroll in.
3. Some other good option if you know any
4. Go to london ibn jabal course, then maybe another month in Yemen (i don't know whether this is possible though)
Your contribution will be much appreciated and may Allah reward you for any help you can give. Jazakallah bikhair
Hope to hear from you
Thanks and ma'assalam",671,13,Summer Arabic Courses,19:54:00,5/15/05,222
"Assalamu Alaykum
innalillahi wa inna ilaihi raji-un. 
Very
tricky situation. Did someone ever tell her she was fat, overweight or
something like that? Or is she bullimic? Did you try to make her speak,
as in why she is doing this? Or if she doesn't know or can't explain
why, it is possible to find what exactly is making her so distresses
i.e. at some point she could curse at someone or something that is
making her so distressful, thinking perhaps nobody heard or just saying
it to herself. Try staying with her the whole day, eat in front of her,
do some entertaining activity that she enjoys, read the quran together
or go to masjid with her or somrthing like that. Ask her if she wants
you to make any du'a for her. The du'a she would like you to do for her
could give you a clue what is disturbing her.
All i can do is
pray. May Allah help her get back to her normal state, and resolve the
problem in the best possible way. Hasbunallahu wan'imal wakeel
ma'assalam",462,27,My Friend,20:21:00,5/15/05,223
"<!--QuoteBegin-amani+May 15 2005, 08:18 PM--",462,27,My Friend,21:37:00,5/15/05,224
"Assalamu alaykum
OK i used to be fat and i lost 15kg in around 2 weeks <img src=""all%20posts%20by%20FAROUK1986%20-%20page3_files/laugh.gif"" style=""vertical-align: middle;"" border=""0"" alt=""laugh.gif"" emoid="":lol:"" /",462,27,My Friend,16:41:00,5/16/05,225
"Assalamu Alaykum
Becoming a muhafeez online!!! Those that mean we have to log onto IF everyday??? 
May Allah help us achieve this goal. 
But
i don't understand the method. You're somehow going to listen to us
online, and we somehow also listen to you on line, or we only
communicate by posts?
I'm interested, and insha Allah if i can fit in the time, i'm down.
Jazakallah
bikhair. May Allah forgive you and answer your du'a for life (i know
you like this- and protect from every torment of the afterlife. ameen)
Ma'assalam",10230,157,"  <a href=""http://www.gawaher.com/index.php?showtopic=13270&amp;hl=""",17:12:00,5/16/05,226
"Assalamu alaykum
Jazakallah bikhair Sister CE and brother Borbus (who i met online) for your help.
If
i'm going for the ibn jabal course, i would have to wait 2 months at
home, but is i get a place in another arab country, insha Allah i can
start as early as 1st June bi iznillah!!!
I remember something.
I've studied french for a couple of years now. I know the grammer rules
very well and i'm quite good at reading comprehension. But i still
don't speak french the way i would like it because i only apply it in
the classroom, not much else where.
I dont want my arabic to be
like that. So what i'm planning to do is IA try my best to get a place
to study arabic arabic somewhere in an Arab country. If this is not
succesful, then i will wait 2 months, go for the ibn jabal course and
see if i can add a month of arabic in an arab country, but this is
unlikely and difficult to arrange. May Allah ensure the best for me.
Ameen
Ma'assalam",671,13,Summer Arabic Courses,21:09:00,5/16/05,227
"Assalamu Alaykum
please how do i Copy and paste, or more precisely where will i paste the copied link???
Brother
Mumaneen masha Allah, i gather you are a hafeez and you speak arabic.
How did you learn arabic? I really want to learn arabic this summer,
bi-iznillah
In 3 to 4 years IF hafizs insha Allah. With 365 days
a year, in for years we shouls memorise about 1200 ayats, taking one
ayat a day each. Will this be sufficient?
For me, what i find
difficult is not memorising the daily portions giving out but revising.
How should we revise what we memorised in an efficient way? Should it
be something like once a week, no extra ayats memorised but revision of
everything memorised? I can imagine how difficult it can get when we
reach over 100 ayats, especially with the long ayats closer to suratul
Baqarah. So i think one a day is quite a good idea, but i just want to
know how to revise and put it all together.
I started memorising
with a mu'allim during a short break. I use to do a surah a day (these
were short surahs though from suratul nas to suratul Mulk). When i went
back to school, without the mu'allim i quickly got tired of it. i found
revising too difficult.
So to keep on with this program, we have
to log onto IF everyday. I'll try and may Allah help us all. May Allah
make all those brothers and sisters who want to become hafizs and
fluent in arabic. Ameen
jazakallah bikhair
ma'assalam",10230,157,"  <a href=""http://www.gawaher.com/index.php?showtopic=13270&amp;hl=""",16:20:00,5/18/05,228
"Assalamu alaykum
I'm having problems actually getting an arabic course in an arab country <img src=""all%20posts%20by%20FAROUK1986%20-%20page3_files/sad.gif"" style=""vertical-align: middle;"" border=""0"" alt=""sad.gif"" emoid="":("" /",671,13,Summer Arabic Courses,19:55:00,5/18/05,229
"Assalamu alaykum
Allahu akbar. Brother Mu'meen from Palestine! But your now a londoner <img src=""all%20posts%20by%20FAROUK1986%20-%20page2_files/biggrin.gif"" style=""vertical-align: middle;"" border=""0"" alt=""biggrin.gif"" emoid="":D"" /",10230,157,"  <a href=""http://www.gawaher.com/index.php?showtopic=13270&amp;hl=""",19:58:00,5/18/05,230
"Assalamu alaykum
When one has a choice between halal and haram, then to me it's obvious one should choose the halal option.
In
a hadith, the prophet (S) was asked about eating meat that was
slaugtered without mentioning Allah's name i.e. When jews and
christians cook for muslims. The prophet (S) said 'say Bismillah'
I
read a scientific article on slaughtering meat. It came to a conclusion
that the halal meat is a much healthier choice because the blood is
allowed to run out, it is precisely cut a major artery (i think), and
under clean conditions. Meanwhile in the stun and other similar haram
methods, the blood isn't gotten rid off, and this could be very harmful
if the animal has some pathogen in the blood. There is even more to the
article, i can't remember everything inside.
Ma'assalam",291,6,Eating Makrouh Food,11:33:00,5/20/05,231
"Assalamu alaykum
Ahh, so it is Mu'maneen reciting. Masha Allah!!!
Thanks brother Aatk for the copy and paste advice, plus the links. Jazakallah bikahair.
Ma'assalam",10230,157,"  <a href=""http://www.gawaher.com/index.php?showtopic=13270&amp;hl=""",14:04:00,5/20/05,232
"Assalamu Alaykum
Thanks again sister.
Yeah, i will be very happy if you know of any good program. 
Anyway
it seems to me now like i'm going to the ibn jabal course because to be
honest i should have planned the trip to the mideast very early, choose
the coourse etc. So insha Allah i will look into that another time (if
nothing comes up.
Plus to add to the chances that i'm going to
ibn jabal, my dad asked me whether i wanted to go to Malaysia with him
for 30th anniversary of Islamic development banking, which will take
place insha Allah in june. I think i'll just go on the trip even though
learning arabic seems to be more beneficial. Or what do you think?
I
feel robbed when opportunities pass me, especially these islamic
events. Again in the Coming Event's Section, I found a 10 day course in
Leicester. I'm interested in doing that too. 
so insha Allah
for the moment, it will be; Malaysia, Ibn jabal, Leicester (if it will
fit in), maybe but unlikely, a month in an arab country after ibn jabal.",671,13,Summer Arabic Courses,14:06:00,5/20/05,233
"Ibn
jabal just gave me an offer. I've also been in contact with Salman who
runs the course so i'm sure it will cause some incoveniece if i just
pulled out. And Salman now speaks Arabic like an arab eventhough his
Bengali (Brother Borbus told me that), so his course should be
beneficial and i can get professional advise on how to further my
arabic study.
I started looking at internship and immersion
programs. This programs will be easier to do while in university. So
i'll also look into that for the future insha Allah, including
French!!! So Arabic and Frnch, i'll come your way insha Allah. But for
french, how will it be useful to me, apart from saying to myself, 'i
can speak french'. But i guess because i've studied it for years
already and i don't want to let go what i learnt. What do you think of
learning french?
So now unless someone can come up with an ingenius idea that will tempt me away from me current plan, its the Malaysia.....
Thanks whoever reads it and makes a contribution. Jazakallah bikhair.
ma'assalam",671,13,Summer Arabic Courses,14:15:00,5/20/05,234
"Assalamu alaykum
To add to the drama, Ibn jabal only offered me Level 1!!!
Then
finally i got a mail from Al-diwan center, the arabic school in Egypt.
I could enroll from June 1st to August 25th. The problem i have with
this is that really limits my options on things i can do this summer.
If i choose al-diwan i will only be able to go to Malaysia , then after
the course in al-diwan, i'll have to wait at home for about a month and
a half possibly! Just the kind of scenario i want to avoid.
Anyway i'll keep considering the options but i'm running out of time.
Ma'assalam",671,13,Summer Arabic Courses,14:22:00,5/20/05,235
"Assalamu Alaykum
Thanks sister Asmauk. All the help seems to be coming from the guys in the football thread! Good guys in that thread indeed!!!
May
Allah help you with your exams. May He make it easy, succesful and take
care of every aspect of it. Hasbunallahu wa ni'imal wakeel. The same
for all muslims who are having their exams or just had it.
I just finished my IB examinations this morning. Alhamdulillah!!! 
I
will await your help insha Allah. I hope i sought out everything as
soon as possible before i miss out and don't get to do much. Ameen
If
there's anything in french i shouldn't hesistate to ask? Hmm you speak
french. My french is quite good actually, except speaking and
listening. So i just want to improve on that aspect a lot to be fluent,
which is more important than grammar, reading and writing to me. Insha
Allah i'll look into that sometime. Hopefully not this summer, as i
much prefer to do arabic this summer.
Again thanks and jazakallah bikhair.
ma'assalam",671,13,Summer Arabic Courses,15:57:00,5/20/05,236
"Assalamu alaykum
Thanks brother Borbus and sister SG. jazakallah bikhair
I'll to my dad tomorrow insha Allah. Insha Allah ww'll come up with conclusions.
ma'assalam",671,13,Summer Arabic Courses,21:25:00,5/20/05,237
"Assalamu alaykum
Imagine
telling Allah exactly what you posted. How would you feel about that? I
would feel very silly. So if you don't want to face Allah knowing you
backbit someone, then do your utmost best to avoid the situation by all
means and effort. If it is still too hard, then you have to make
yourself fear Allah and realise He will bring you to account for your
actions.
The source of it is jealousy as you said, and to get
rid of jealousy, pray for something good for the perosn. It is
advisable for all people to concentrate on their own relationship with
Allah, than to look at others and find out whether they are good or
bad. There's no profit in that. 
There's so much to say on backbiting. I hope this helps and if the problem still persists, then insha Allah i'll say more. 
May Allah guide you
ma'assalam",345,17,Can't Stop Backbiting!,23:40:00,5/21/05,238
"Assalamu alaykum
Yup,
i saw him too. At first they were just splashing it on it other then i
said let's give him a benefit of a doubt, but then letter on i saw him
holding a bottle for himself.
Let's still give him a benefit of a doubt, you know sometimes how reverts are with practicing.
May Allah guide him and all of us.
ma'assalam",3611,28,Robin Van Persie(arsenal Football Player),19:07:00,6/1/05,239
"Assalamu alaykum
Alhamdulillah
i finally got my wish. After a hard battle deciding where to go and
what to do, i finally ended up in Yemen. I'm doing a 3 month arabic
course and so far it is just great. There are a lot of Brits and
Americans also studying in the Institute i'm studying in, Sana'a
institute of Arabic Languages- <a href=""http://www.sialyemen.com/"" target=""_blank""",1018,19,Want To Know Where I've Been?,18:29:00,6/16/05,240
"<!--QuoteBegin-Z&#045;247+Jun 16 2005, 06:33 PM--",1018,19,Want To Know Where I've Been?,18:57:00,6/16/05,241
"<!--QuoteBegin-D&#045;ZiNeR+Jun 16 2005, 06:46 PM--",1018,19,Want To Know Where I've Been?,19:01:00,6/16/05,242
"<!--QuoteBegin-UnderCover_Brother+Jun 3 2005, 09:47 PM--",6370,134,"  <a href=""http://www.gawaher.com/index.php?showtopic=723&amp;hl=""",19:26:00,6/16/05,243
"Assalamu alaykum
Some nice pictures already, just insha Allah take more variety of pics, transfer to flash disk, then up in the forum.
Z
247, yes you can work, there are even some students in the institute
that teach english to yemeni students. plus you can choose the time you
want to study in the day, and how many hours a day, which days of the
week if its one to one. if in a group, it has to be a group decision on
the options. 
ma'assalam",1018,19,Want To Know Where I've Been?,19:31:00,6/16/05,244
"Assalamu alaykum
it
would be very untactful i think to show one wife you love the other
more i.e. by praising one in the presence of the other. And of course
if asked by one wife, ' do you love me more' , the husband should
tactfully say yes or atleast 'i love you both equally' eventhough all
parties could know this is unlikely, so i think its best to tactfully
show her you like her without comparing her with the other. And if the
husband is just between them i.e. spends the same nunber of days with
both wives each, gives them the same allowance, etc, then there is no
hole for one of the wives to point at as a reason that she isn't loved
like the other. 
the husband could make a rule, no discussing
about the other wive with me, just mind your own business. From my
experience, even if the husband tries to be just, the problem comes
when the wives suspect wrong doing, gossip, envy, jealousy,
malice...Meanwhile as a good muslim, no suspicion, for as Allah said
'indeed much suspicion is haram', no gossip, no envy..... and obeying
the islamic laws, all problems will be solved!!!
Multiple
marriage might not be the ideal situation, although considering Allah
permits it due to his infinite Knowledge and wisdom, i.e. such as
number of women outnumbering that of men, it is far better this way
than to have women in the society with no husband- from sharing the
love in multiple marriages to dividing the love where some are loved,
while some not at all.
ma'assalam",1567,36,Can A Man Love More Than One Wife?,19:47:00,6/16/05,245
"Assalamu alaykum
what do you mean by sharing hubby sister um eesaa ???
ma'assalam",1567,36,Can A Man Love More Than One Wife?,20:10:00,6/16/05,246
"<!--QuoteBegin-Z&#045;247+Jun 17 2005, 01:19 AM--",1018,19,Want To Know Where I've Been?,20:49:00,6/23/05,247
"Assalamu alaykum
More about Yemen and sial
I
find the city beautiful and the whether cool as the city is about 2000m
above sea level, so even the Brits arenâ€™t complaining about the heat.
There are students at the moment from Spain, France, Britain, US,
Nigeria(me), Somalia, Canada, Pakistan, Indonesia, China and Italy,
thatâ€™s all I know We just recently had a new student from Britain will
be receiving another from Britain and US. The student average age is
about 20-30. But young students are also welcome from 15 years of age I
think. There are older students in their 40â€™s I think. There are
married couples (I only met one though). There are more males than
females. I donâ€™t know the countries, age, their number etc of the women
for Masha Allah most of them wear niqabs, so I donâ€™t know whether Iâ€™ve
been seeing the same ones over and over again or they are even more in
number. There are students that do not study in the Maâ€™ahad but at
their private homes. It is possible to acquire a private apartment
rather than stay in hostels. The muslim women all acquire private
apartment as far as I know and the classes are not mixed, although some
male teachers teach female students due to the short number of female
teachers. 
There are good shops, supermarkets, etc so students
donâ€™t have to pack up to the teeth when coming to Yemen. Food is very
cheap including posh restaurants.
If you really want to learn
Arabic quickly I strongly suggest one to one tuition. If you have time
to learn and relax then you can join the groups which are quite small,
like 2-4 students usually in number. I switched from a group to one to
one as sometimes you might be held back in class if some studentâ€™s are
lagging behind.
We had a power cut for a few minutes once while I was here, so bring a touch light if you are weary about the power.
I have the pictures, i'll try and post them now bi-iznillah
ma'assalam",1018,19,Want To Know Where I've Been?,20:51:00,6/23/05,248
"Assalamu Alaykum
I
thought it was just going to be an easy copy and paste of the pictures,
but its all complicated for me transferring the pictures. The easiest
option for me is to send it by email, so if you want to see the
pictures of sial and yemen, just post your mail on this thread and i
will send it as an attachment insha Allah. Sorry for the inconvenience,
i'll still try and see if i can post is on the thread.
ma'assalam",1018,19,Want To Know Where I've Been?,21:11:00,6/23/05,249
"<!--QuoteBegin-Insignia of Islam+Jun 27 2005, 11:53 AM--",1018,19,Want To Know Where I've Been?,17:38:00,7/7/05,250
"<!--QuoteBegin-ummammaar+Jun 24 2005, 08:05 PM--",1018,19,Want To Know Where I've Been?,17:49:00,7/7/05,251
"Assalamu alaykum
Insha
Allah i'm trying to load the pictures to this thread . its proving to
be a heavy task. I'm trying out one picture and see what happens.
<a href=""http://www.imageshack.us/"" target=""_blank""",1018,19,Want To Know Where I've Been?,18:04:00,7/7/05,252
"Assalamu alaykum
Which way is better, post the picture or the link?
ma'assalam",1018,19,Want To Know Where I've Been?,18:20:00,7/7/05,253
"Assalamu alaykum
Allah
is my witness and He knows i've tried. Spent like 3 hours today and
about the same couple of weeks ago. Admitedly i'm not very good with
computers and i just cant get the pictures to download for some reason.
I tried to upload it through www.imageshack.us but it loaded one and
wont load more, keeps on diaplaying this image cannot be displayed. I
took time and effort to take the pictures to post (minding i'm also not
good at taking pictures i would say), so i really wanted ot post them.
i got loads of them i just dont know how to post them well.
Alhamdulillah
some people tried to help me but it just didn't work. A brother kindly
offered to post it on the thread for me but for some reason now he
can't post on the thread. So i'm very sorry for those who wanted to see
the pictures. Unless i find an easy way to do it, i guess that's it.
Search the internet for Yemeni pics, and check www.sialyemen.com , i
think they got in new pictures or will be in the future.
ma'assalam",1018,19,Want To Know Where I've Been?,19:39:00,7/7/05,254
"Assalamu alaykum
safe
journey. Wonder what your doing in Barbados, just relaxing? All the
best. Ya you and arwa are key to IF and shall be missed. 
All the best
ma'assalam",935,21,Be Gone,16:06:00,7/17/05,255
"Assalamu Alaykum
I
am currently studying arabic in Yemen, and i advice if you want to
learn arabic for the sake of the deen, learn fusha 9classical) arabic.
this will help you understand the quran more, khutbas (friday sermons)
and classical arabic islamic books and text. a good book that will get
you speaking fusha with good grammar are the university of madinah
books. there are other good ones but i specifically know the madinah
books are good and some people become good arabic speakers by the time
they are just in the second book.
make sure you practice and use what you learn from the book and if possible memorise some parts of it, its easy and beneficial.
If
you want to learn arabic just for holidays then learn specific
dialects, because the majority of the arabs speak their dialect only
and little or no fusha at all.
Actually its very deceiving to me
that there is any dialect that is very close to fusha. Some people say
Yemeni dialect is the closest, some say jordanian. i can tell you for a
fact that there are similarities but you will almost have no clue
atimes when the yemeni or any other dialect is spoken. its possible to
learn dialects though if you can speak another dialect or even fusha,
but it doesn,t come automatically that you speak a dialect of fusha, so
your fine will all dialects.
Dialect is not like American english or Australian... it is like a very very advanced slang, spoken with no grammar. 
You can contact me if you have more enqueries and i will try to help you insha Allah.",374,7,Learning Arabic,17:22:00,8/14/05,256
"Asslamu alaykum
when
is lying allowed to deceive the enemy? I know the prophet (S) allowed
someone to say he didn't believe in Allah so that he will not be killed
(or tortured- not too sure). so thisthe only case when tht deception is
allowed/
ma'assalam",254,2,Lying To Deceive The Enemy,17:50:00,8/14/05,257
"<!--QuoteBegin-Shagird+Aug 14 2005, 06:14 PM--",374,7,Learning Arabic,15:30:00,8/15/05,258
"Assalamu alaykum
Thanks
for the reply sis, thought no one would ever reply.Right let me be more
specific, should muslims lie in order not to wrongfully get in trouble
with Kafirs or for fear the kafirs would harm him or wrongfully accuse
him of something they did not do, especially at this time we're in.
jazakallah bikhair
ma'assalam",254,2,Lying To Deceive The Enemy,18:03:00,8/27/05,259
"<!--QuoteBegin-al&#045;islam_huwa_al&#045;haq+Aug 28 2005, 05:24 PM--",1181,30,Looking Good?,18:13:00,8/28/05,260
"Assalamu alaykum
I
remember very well when you were engered, just when i was new in the
forum. Alhamdulillah you finally got married and your relationship with
your hus band is good.
Very unfortunate situation. sad sad sad.
Uusally in this situations no party is happy at the end, the oppressor
and the oppressed. But give Glad tidings to those who are patient!!!
they are the true winners and you seem to have been patient and
handling the situation well with the support of your husband. ideally
we all hope your in laws change their behaviour and repent. 
Du'as
sister. insha Allah we will pray for you. this is shaitan's handiwork,
there's nothing his more proud of than causing marital problems. So we
pray Allah solves the problem in the best possible way. hasbunallahu wa
ni'imal wakeel (Allah is the best disposer of all affairs), wallahu
galibun ala amrihi wa la kinna aktharan naasi la ya'alamun (Allh is in
control of his affairs but most of mankind know not).
Sister
never lose hope in Allah, when you have problems complain (talk and
pray) to Allah just like prophet ayyub said 'i only complain to you
Allah' for his illness, and like prophet yaqub said 'patience is most
fitting' when he was told yusuf was eaten by a wolf. Soon you will be
out of the house insha Allah, and after this hardship will come ease,
but know that the only place of final and true rest is in the hereafter.
I'm
runnin out of time so i didn't read all the posts on this topic so i
don't know whether this has been suggested yet. See with your husband
if there is somebody that your in laws respect and will listen too,
then plead your case with them so that they talk to your in laws. 
Hope this helps
ma'assalam",701,21,Mother In Law,18:37:00,8/28/05,261
"Assalamu alaykum
I
once came across a topic on this forum 'how will we know if a member on
this forum dies' . I didn't have a look at it but now it seems
important to me.
I'm writng this because A very helpful sister
who was once a very active member seems to have disappered from this
forum with no trace any of her posts. This sister used the name
'Sunshinez' . I suppose she just decided to quit the forum but i would
just like to know whether that is so or something else, because who
knows what might have happened?
So if anyone knows just tell me so that i am not worried.
ma'assalam",363,1,Missing Member,18:56:00,8/28/05,262
"Assalamu alaykum
I
posted this on the personal announcement page b4 it was closed and i
was linked to this page. Were is Sister Sunshinez. We've really missed
out on a very helpful sister, a very senior member and high poster too.
Very famous in the Counselling room. Here's what i posted b4 on the
wrong page;
Assalamu alaykum
I once came across a
topic on this forum 'how will we know if a member on this forum dies' .
I didn't have a look at it but now it seems important to me.
I'm
writng this because A very helpful sister who was once a very active
member seems to have disappered from this forum with no trace any of
her posts. This sister used the name 'Sunshinez' . I suppose she just
decided to quit the forum but i would just like to know whether that is
so or something else, because who knows what might have happened?
So if anyone knows just tell me so that i am not worried.
ma'assalam",11836,286,Member Check --- Whos Missing?,18:34:00,8/30/05,263
"Assalamu alaykum
This
is the pattern for me. Keep on wearing the hat when i have short hair,
but because i love me Afro, when it grows i neatly comb it and wear the
hat sometimes, especially when i'm in a hurry and i don't want to comb
my hear ad the prophet (s) those not like unkempt hair.
Anyway
is it sunnah? some people say no even thawbs are just arabic clothing,
and wearing your own local cultural clothing is sunnah. i dont know
what is is though.
ma'assalam",971,20,For The Brothers,18:49:00,8/30/05,264
